"Exhibit P-5, Cost Analysis: PB 2022 Army",,,,,,,,,,,,,,,,,,,,Date: May 2021,,,,,,
Appropriation / Budget Activity / Budget Sub Activity: 2032A / 02 / 10,,,,,,,,P-1 Line Item Number / Title: 8930C61001 / INDIRECT FIRE PROTECTION CAPABILITY INC 2-I,,,,,,,,,,,,Item Number / Title [DODIC]: C62002 / IFPC INC 2-I BLOCK 1 SYSTEM,,,,,,
"ID Code (A=Service Ready, B=Not Service Ready) :",,,,,,,,,,,,,,MDAP/MAIS Code:,,,,,,,,,,,,
Note: Subtotals or Totals in this Exhibit P-5 may not be exact or sum exactly due to rounding.,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost Elements,Prior Years,,,,FY 2020,,,,,FY 2021,,,,,FY 2022 Base,,,,FY 2022 OCO,,,,FY 2022 Total,,,
,Unit Cost ($ K),Qty (Each),,Total Cost ($ M),Unit Cost ($ K),Qty (Each),Total Cost ($ M),,,Unit Cost ($ K),Qty (Each),Total Cost ($ M),,,Unit Cost ($ K),Qty (Each),,Total Cost ($ M),Unit Cost ($ K),Qty (Each),,Total Cost ($ M),Unit Cost ($ K),,Qty (Each),Total Cost ($ M)
Subtotal: Support - Logistics Cost,-,-,,-,-,-,-,,,-,-,19.078,,,-,-,,25.253,-,-,,-,-,,-,25.253
Gross/Weapon System Cost,-,-,,0.000,-,-,40.623,,,-,-,62.461,,,-,-,,25.253,-,-,,-,-,,-,25.253
,,,,,,,,,,,,,,,,,,,,,,,,,,
Secondary Distribution,,,,,,,,,FY 2020,,,,FY 2021,,,,FY 2022 Base,,,,FY 2022 OCO,,,FY 2022 Total,,
Army,,,Quantity,,,,,,-,,,,-,,,,-,,,,-,,,-,,
,,,Total Obligation Authority,,,,,,9.337,,,,62.461,,,,25.253,,,,-,,,25.253,,
Total: Secondary Distribution,,,Quantity,,,,,,-,,,,-,,,,-,,,,-,,,-,,
,,,Total Obligation Authority,,,,,,9.337,,,,62.461,,,,25.253,,,,-,,,25.253,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
